timestamp,location,corridor_width_m,entry_flow_rate_pax_per_min,exit_flow_rate_pax_per_min,transport_arrival_burst,vehicle_count,queue_density_pax_per_m2,weather,festival_peak,pressure_index,risk_level,predicted_crush_window_min
19-04-2026 00:42,Somnath,7,38.83,31.06,0,4,0.9,Clear,0,27.89,Safe,13
19-04-2026 00:43,Somnath,7,44.67,35.73,0,3,1.01,Clear,0,29.3,Safe,19
19-04-2026 00:44,Somnath,7,45.23,36.19,0,2,1.23,Clear,0,31.04,Moderate,15
19-04-2026 00:45,Somnath,7,49.79,39.84,0,2,1.17,Clear,0,31.31,Moderate,17
19-04-2026 00:46,Somnath,7,40.31,32.25,0,2,1.24,Clear,0,30.09,Moderate,12
19-04-2026 00:47,Somnath,7,38.24,30.59,0,2,0.96,Clear,0,25.63,Safe,13
19-04-2026 00:48,Somnath,7,45.98,36.79,0,3,1.06,Clear,0,30.41,Moderate,11
19-04-2026 00:49,Somnath,7,36.73,29.39,0,2,0.81,Clear,0,23.19,Safe,12
19-04-2026 00:50,Somnath,7,43.59,34.87,0,5,1.0,Clear,0,31.98,Moderate,15
19-04-2026 00:51,Somnath,7,36.9,29.52,0,3,1.64,Clear,0,36.26,Moderate,18
19-04-2026 00:52,Somnath,7,36.25,29.0,0,2,1.33,Clear,0,30.29,Moderate,13
19-04-2026 00:53,Somnath,7,36.65,29.32,0,5,1.51,Clear,0,37.44,Moderate,17
19-04-2026 00:54,Somnath,7,48.79,39.03,0,3,1.61,Clear,0,38.76,Moderate,19
19-04-2026 00:55,Somnath,7,37.45,29.96,0,5,1.32,Clear,0,34.93,Moderate,16
19-04-2026 00:56,Somnath,7,43.77,35.02,0,5,1.21,Clear,0,34.97,Moderate,16
19-04-2026 00:57,Somnath,7,40.45,32.36,0,3,1.18,Clear,0,30.67,Moderate,16
19-04-2026 00:58,Somnath,7,45.1,36.08,0,5,1.29,Clear,0,36.44,Moderate,20
19-04-2026 00:59,Somnath,7,44.05,35.24,0,4,1.07,Clear,0,31.56,Moderate,14
19-04-2026 01:00,Somnath,7,42.88,34.31,0,4,1.0,Clear,0,30.3,Moderate,16
19-04-2026 01:01,Somnath,7,41.08,32.86,0,2,1.31,Clear,0,31.25,Moderate,16
19-04-2026 01:02,Somnath,7,30.9,24.72,0,5,1.4,Clear,0,34.5,Moderate,16
19-04-2026 01:03,Somnath,7,49.8,39.84,0,3,1.31,Clear,0,34.82,Moderate,17
19-04-2026 01:04,Somnath,7,38.38,30.71,0,3,1.45,Clear,0,33.99,Moderate,17
19-04-2026 01:05,Somnath,7,35.21,28.17,0,4,1.1,Clear,0,29.86,Safe,12
19-04-2026 01:06,Somnath,7,40.83,32.66,0,2,1.18,Clear,0,29.34,Safe,14
19-04-2026 01:07,Somnath,7,34.66,27.72,0,4,1.07,Clear,0,29.29,Safe,15
19-04-2026 01:08,Somnath,7,40.34,32.27,0,2,1.23,Clear,0,29.9,Safe,19
19-04-2026 01:09,Somnath,7,38.59,30.87,0,3,1.27,Clear,0,31.51,Moderate,14
19-04-2026 01:10,Somnath,7,44.71,35.77,0,3,1.44,Clear,0,35.39,Moderate,18
19-04-2026 01:11,Somnath,7,51.2,40.96,0,4,1.23,Clear,0,35.54,Moderate,15
19-04-2026 01:12,Somnath,7,37.06,29.65,0,4,0.62,Clear,0,23.55,Safe,10
19-04-2026 01:13,Somnath,7,43.2,34.56,0,5,1.05,Clear,0,32.61,Moderate,13
19-04-2026 01:14,Somnath,7,51.63,41.31,0,2,1.18,Clear,0,31.96,Moderate,16
19-04-2026 01:15,Somnath,7,42.63,34.11,0,5,1.21,Clear,0,34.62,Moderate,16
19-04-2026 01:16,Somnath,7,39.67,31.74,0,3,1.19,Clear,0,30.68,Moderate,15
19-04-2026 01:17,Somnath,7,40.53,32.42,0,5,1.3,Clear,0,35.48,Moderate,16
19-04-2026 01:18,Somnath,7,28.58,22.87,0,2,1.15,Clear,0,26.0,Safe,16
19-04-2026 01:19,Somnath,7,43.55,34.84,0,5,1.11,Clear,0,33.51,Moderate,15
19-04-2026 01:20,Somnath,7,42.86,34.29,0,3,1.1,Clear,0,30.26,Moderate,15
19-04-2026 01:21,Somnath,7,40.9,32.72,0,5,1.01,Clear,0,31.49,Moderate,14
19-04-2026 01:22,Somnath,7,38.46,30.77,0,3,1.37,Clear,0,32.85,Moderate,13
19-04-2026 01:23,Somnath,7,35.26,28.2,0,3,1.55,Clear,0,34.63,Moderate,18
19-04-2026 01:24,Somnath,7,38.9,31.12,0,3,1.25,Clear,0,31.39,Moderate,17
19-04-2026 01:25,Somnath,7,43.27,34.61,0,2,0.98,Clear,0,27.17,Safe,14
19-04-2026 01:26,Somnath,7,33.27,26.62,0,5,0.92,Clear,0,28.41,Safe,12
19-04-2026 01:27,Somnath,7,44.12,35.3,0,2,1.08,Clear,0,28.74,Safe,14
19-04-2026 01:28,Somnath,7,32.49,25.99,0,4,1.28,Clear,0,31.69,Moderate,14
19-04-2026 01:29,Somnath,7,39.1,31.28,0,5,1.52,Clear,0,38.09,Moderate,19
19-04-2026 01:30,Somnath,7,40.36,32.29,0,3,1.29,Clear,0,32.25,Moderate,13
19-04-2026 01:31,Somnath,7,45.14,36.11,0,3,1.27,Clear,0,33.17,Moderate,18
19-04-2026 01:32,Somnath,7,34.51,27.61,0,2,1.15,Clear,0,27.41,Safe,12
19-04-2026 01:33,Somnath,7,43.16,34.53,0,4,1.21,Clear,0,33.36,Moderate,15
19-04-2026 01:34,Somnath,7,42.39,33.91,0,3,1.29,Clear,0,32.69,Moderate,20
19-04-2026 01:35,Somnath,7,37.27,29.82,0,2,1.19,Clear,0,28.66,Safe,10
19-04-2026 01:36,Somnath,7,33.74,26.99,0,3,1.13,Clear,0,28.46,Safe,11
19-04-2026 01:37,Somnath,7,40.26,32.21,0,4,1.27,Clear,0,33.41,Moderate,15
19-04-2026 01:38,Somnath,7,38.33,30.66,0,5,1.25,Clear,0,34.16,Moderate,12
19-04-2026 01:39,Somnath,7,25.87,20.7,0,5,1.13,Clear,0,29.58,Safe,14
19-04-2026 01:40,Somnath,7,42.17,33.74,0,2,0.97,Clear,0,26.65,Safe,12
19-04-2026 01:41,Somnath,7,60.32,48.26,0,7,1.22,Heat,0,42.04,Moderate,20
19-04-2026 01:42,Somnath,7,25.89,20.71,0,7,1.67,Heat,0,40.03,Moderate,19
19-04-2026 01:43,Somnath,7,40.58,32.47,0,8,1.42,Heat,0,41.6,Moderate,21
19-04-2026 01:44,Somnath,7,56.79,45.44,0,8,1.71,Heat,0,49.61,Moderate,26
19-04-2026 01:45,Somnath,7,41.85,33.48,0,6,1.05,Heat,0,33.75,Moderate,16
19-04-2026 01:46,Somnath,7,33.6,26.88,0,11,1.02,Heat,0,38.8,Moderate,22
19-04-2026 01:47,Somnath,7,44.85,35.88,0,11,0.87,Heat,0,39.39,Moderate,17
19-04-2026 01:48,Somnath,7,48.68,38.94,0,7,1.08,Heat,0,37.32,Moderate,16
19-04-2026 01:49,Somnath,7,47.66,38.13,0,9,1.29,Heat,0,43.02,Moderate,22
19-04-2026 01:50,Somnath,7,49.09,39.27,0,10,1.23,Heat,0,44.06,Moderate,23
19-04-2026 01:51,Somnath,7,53.34,42.67,0,6,1.49,Heat,0,42.6,Moderate,22
19-04-2026 01:52,Somnath,7,63.94,51.15,0,6,1.91,Heat,0,51.15,Moderate,29
19-04-2026 01:53,Somnath,7,51.66,41.33,0,10,1.56,Heat,0,49.27,Moderate,22
19-04-2026 01:54,Somnath,7,39.92,31.94,0,8,1.53,Heat,0,43.01,Moderate,20
19-04-2026 01:55,Somnath,7,73.11,58.49,0,10,1.07,Heat,0,47.56,Moderate,24
19-04-2026 01:56,Somnath,7,42.27,33.82,0,5,1.42,Heat,0,37.5,Moderate,17
19-04-2026 01:57,Somnath,7,57.52,46.01,0,5,1.19,Heat,0,37.96,Moderate,20
19-04-2026 01:58,Somnath,7,47.97,38.38,0,7,1.04,Heat,0,36.57,Moderate,17
19-04-2026 01:59,Somnath,7,48.99,39.2,0,5,1.19,Heat,0,35.95,Moderate,18
19-04-2026 02:00,Somnath,7,48.24,38.59,0,7,1.47,Heat,0,42.6,Moderate,20
19-04-2026 02:01,Somnath,7,63.76,51.01,0,9,1.44,Heat,0,48.97,Moderate,27
19-04-2026 02:02,Somnath,7,64.12,51.29,0,9,1.47,Heat,0,49.44,Moderate,24
19-04-2026 02:03,Somnath,7,48.16,38.53,0,9,1.74,Heat,0,49.38,Moderate,22
19-04-2026 02:04,Somnath,7,70.25,56.2,0,6,2.04,Heat,0,54.42,Moderate,28
19-04-2026 02:05,Somnath,7,31.4,25.12,0,10,1.75,Heat,0,47.1,Moderate,28
19-04-2026 02:06,Somnath,7,49.19,39.35,0,5,2.02,Heat,0,47.6,Moderate,24
19-04-2026 02:07,Somnath,7,84.41,67.53,0,9,2.4,Heat,0,67.4,Danger,33
19-04-2026 02:08,Somnath,7,63.68,50.94,0,8,1.53,Heat,0,48.74,Moderate,24
19-04-2026 02:09,Somnath,7,65.59,52.47,0,9,1.97,Heat,0,56.87,Danger,30
19-04-2026 02:10,Somnath,7,44.74,35.79,0,11,1.73,Heat,0,51.47,Moderate,29
19-04-2026 02:11,Somnath,7,88.71,70.96,0,11,1.82,Heat,0,63.29,Danger,34
19-04-2026 02:12,Somnath,7,69.92,55.94,0,6,1.59,Heat,0,48.05,Moderate,24
19-04-2026 02:13,Somnath,7,79.13,63.3,0,11,1.75,Heat,0,59.99,Danger,31
19-04-2026 02:14,Somnath,7,54.56,43.65,0,5,1.57,Heat,0,42.54,Moderate,21
19-04-2026 02:15,Somnath,7,74.94,59.96,0,5,1.47,Heat,0,46.1,Moderate,24
19-04-2026 02:16,Somnath,7,65.67,52.53,0,7,2.28,Heat,0,58.2,Danger,27
19-04-2026 02:17,Somnath,7,68.75,55.0,0,7,1.58,Heat,0,49.13,Moderate,21
19-04-2026 02:18,Somnath,7,85.14,68.11,0,10,1.77,Heat,0,60.19,Danger,27
19-04-2026 02:19,Somnath,7,73.18,58.54,0,11,2.02,Heat,0,62.35,Danger,29
19-04-2026 02:20,Somnath,7,70.25,56.2,0,9,1.95,Heat,0,57.63,Danger,29
19-04-2026 02:21,Somnath,7,80.97,64.78,0,7,1.99,Heat,0,57.8,Danger,30
19-04-2026 02:22,Somnath,7,66.41,53.13,0,8,1.44,Heat,0,48.03,Moderate,22
19-04-2026 02:23,Somnath,7,81.76,65.41,0,10,2.37,Heat,0,67.74,Danger,38
19-04-2026 02:24,Somnath,7,83.14,66.51,0,6,1.97,Heat,0,56.5,Danger,26
19-04-2026 02:25,Somnath,7,84.07,67.26,0,10,2.32,Heat,0,67.67,Danger,31
19-04-2026 02:26,Somnath,7,77.41,61.93,0,7,2.29,Heat,0,61.11,Danger,31
19-04-2026 02:27,Somnath,7,81.81,65.45,0,7,2.03,Heat,0,58.55,Danger,28
19-04-2026 02:28,Somnath,7,82.72,66.18,0,5,1.87,Heat,0,53.5,Moderate,27
19-04-2026 02:29,Somnath,7,75.77,60.61,0,7,2.23,Heat,0,59.91,Danger,27
19-04-2026 02:30,Somnath,7,79.45,63.56,0,6,2.59,Heat,0,64.32,Danger,30
19-04-2026 02:31,Somnath,7,80.44,64.35,0,6,1.94,Heat,0,55.4,Danger,25
19-04-2026 02:32,Somnath,7,82.79,66.23,0,8,1.48,Heat,1,52.57,Moderate,27
19-04-2026 02:33,Somnath,7,84.21,67.37,0,7,1.94,Heat,1,57.82,Danger,26
19-04-2026 02:34,Somnath,7,91.87,73.5,0,11,2.27,Heat,1,70.34,Danger,33
19-04-2026 02:35,Somnath,7,87.82,70.26,0,8,2.41,Heat,1,66.87,Danger,33
19-04-2026 02:36,Somnath,7,81.74,65.39,0,10,2.26,Heat,1,66.23,Danger,30
19-04-2026 02:37,Somnath,7,116.38,93.1,0,5,2.55,Heat,1,71.16,Danger,35
19-04-2026 02:38,Somnath,7,92.33,73.86,0,5,2.15,Heat,1,59.77,Danger,28
19-04-2026 02:39,Somnath,7,120.61,96.48,0,10,2.73,Heat,1,82.2,Critical,38
19-04-2026 02:40,Somnath,7,109.65,87.72,0,8,2.13,Heat,1,68.09,Danger,34
19-04-2026 02:41,Somnath,7,96.33,77.06,0,6,2.45,Heat,1,66.48,Danger,32
19-04-2026 02:42,Somnath,7,100.56,80.45,0,7,2.36,Heat,1,67.65,Danger,34
19-04-2026 02:43,Somnath,7,101.5,81.2,0,7,2.32,Heat,1,67.4,Danger,32
19-04-2026 02:44,Somnath,7,105.34,84.28,0,11,2.43,Heat,1,75.86,Critical,39
19-04-2026 02:45,Somnath,7,105.11,84.09,0,7,2.5,Heat,1,70.75,Danger,36
19-04-2026 02:46,Somnath,7,115.53,92.42,0,11,2.41,Heat,1,78.0,Critical,36
19-04-2026 02:47,Somnath,7,125.99,100.8,0,5,2.33,Heat,1,70.39,Danger,36
19-04-2026 02:48,Somnath,7,96.87,77.5,0,8,2.26,Heat,1,66.91,Danger,33
19-04-2026 02:49,Somnath,7,106.44,85.15,0,10,2.62,Heat,1,77.2,Critical,41
19-04-2026 02:50,Somnath,7,100.96,80.77,0,11,2.14,Heat,1,70.67,Danger,33
19-04-2026 02:51,Somnath,7,111.29,89.03,0,10,2.37,Heat,1,74.91,Danger,35
19-04-2026 02:52,Somnath,7,111.79,89.43,0,6,2.71,Heat,1,73.83,Danger,36
19-04-2026 02:53,Somnath,7,128.59,102.87,0,10,2.5,Heat,1,80.86,Critical,41
19-04-2026 02:54,Somnath,7,114.16,91.33,0,11,2.6,Heat,1,80.23,Critical,39
19-04-2026 02:55,Somnath,7,107.65,86.12,0,5,2.9,Heat,1,74.0,Danger,34
19-04-2026 02:56,Somnath,7,124.63,99.7,0,6,2.77,Heat,1,77.7,Critical,40
19-04-2026 02:57,Somnath,7,113.4,90.72,0,9,2.43,Heat,1,74.74,Danger,40
19-04-2026 02:58,Somnath,7,115.49,92.39,0,5,3.18,Heat,1,79.68,Critical,38
19-04-2026 02:59,Somnath,7,112.91,90.32,0,6,2.89,Heat,1,76.6,Critical,35
19-04-2026 03:00,Somnath,7,111.66,89.33,0,11,2.82,Heat,1,82.74,Critical,41
19-04-2026 03:01,Somnath,7,118.19,94.55,0,9,2.74,Heat,1,80.2,Critical,38
19-04-2026 03:02,Somnath,7,116.17,92.93,0,11,2.9,Heat,1,85.02,Critical,42
19-04-2026 03:03,Somnath,7,126.23,100.99,0,7,2.8,Heat,1,79.97,Critical,42
19-04-2026 03:04,Somnath,7,126.33,101.07,0,9,3.1,Heat,1,87.25,Critical,42
19-04-2026 03:05,Somnath,7,117.73,94.18,0,10,2.65,Heat,1,80.31,Critical,39
19-04-2026 03:06,Somnath,7,111.03,88.82,0,9,3.36,Heat,1,87.13,Critical,46
19-04-2026 03:07,Somnath,7,114.35,91.48,0,7,2.9,Heat,1,78.54,Critical,38
19-04-2026 03:08,Somnath,7,120.69,96.55,0,10,3.12,Heat,1,87.6,Critical,42
19-04-2026 03:09,Somnath,7,129.81,103.85,0,5,2.43,Heat,1,72.7,Danger,39
19-04-2026 03:10,Somnath,7,116.43,93.15,0,11,2.59,Heat,1,80.69,Critical,39
19-04-2026 03:11,Somnath,7,132.35,105.88,0,5,2.56,Heat,1,75.04,Critical,36
19-04-2026 03:12,Somnath,7,132.72,106.18,0,10,3.33,Heat,1,93.5,Critical,51
19-04-2026 03:13,Somnath,7,129.87,103.9,0,9,3.04,Heat,1,87.25,Critical,42
19-04-2026 03:14,Somnath,7,137.34,109.87,0,8,3.27,Heat,1,90.8,Critical,44
19-04-2026 03:15,Somnath,7,130.25,104.2,0,5,3.95,Heat,1,94.08,Critical,40
19-04-2026 03:16,Somnath,7,132.26,105.81,0,5,2.56,Heat,1,75.14,Critical,40
19-04-2026 03:17,Somnath,7,143.7,114.96,0,9,2.72,Heat,1,86.08,Critical,36
19-04-2026 03:18,Somnath,7,142.26,113.81,0,7,3.16,Heat,1,88.81,Critical,43
19-04-2026 03:19,Somnath,7,123.42,98.74,0,8,3.19,Heat,1,86.35,Critical,42
19-04-2026 03:20,Somnath,7,150.47,120.37,0,5,3.26,Heat,1,89.24,Critical,42
19-04-2026 03:21,Somnath,7,143.79,115.03,1,16,2.93,Rain,1,99.54,Critical,50
19-04-2026 03:22,Somnath,7,151.27,121.01,1,19,3.23,Rain,1,100.0,Critical,50
19-04-2026 03:23,Somnath,7,143.38,114.7,1,18,3.26,Rain,1,100.0,Critical,46
19-04-2026 03:24,Somnath,7,161.45,129.16,1,21,3.03,Rain,1,100.0,Critical,48
19-04-2026 03:25,Somnath,7,133.51,106.81,1,21,2.81,Rain,1,100.0,Critical,49
19-04-2026 03:26,Somnath,7,160.11,128.09,1,21,3.57,Rain,1,100.0,Critical,54
19-04-2026 03:27,Somnath,7,142.5,114.0,1,16,3.5,Rain,1,100.0,Critical,50
19-04-2026 03:28,Somnath,7,153.0,122.4,1,16,3.09,Rain,1,100.0,Critical,49
19-04-2026 03:29,Somnath,7,148.88,119.1,1,24,2.87,Rain,1,100.0,Critical,51
19-04-2026 03:30,Somnath,7,146.82,117.45,1,15,2.7,Rain,1,95.55,Critical,51
19-04-2026 03:31,Somnath,7,126.27,101.01,1,15,3.64,Rain,1,100.0,Critical,49
19-04-2026 03:32,Somnath,7,145.86,116.69,1,18,3.57,Rain,1,100.0,Critical,47
19-04-2026 03:33,Somnath,7,160.09,128.08,1,19,2.77,Rain,1,100.0,Critical,49
19-04-2026 03:34,Somnath,7,155.67,124.53,1,24,4.09,Rain,1,100.0,Critical,51
19-04-2026 03:35,Somnath,7,172.17,137.74,1,19,2.93,Rain,1,100.0,Critical,50
19-04-2026 03:36,Somnath,7,143.18,114.54,1,18,3.1,Rain,1,100.0,Critical,51
19-04-2026 03:37,Somnath,7,176.81,141.45,1,19,3.2,Rain,1,100.0,Critical,48
19-04-2026 03:38,Somnath,7,168.51,134.81,1,15,2.21,Rain,1,93.94,Critical,48
19-04-2026 03:39,Somnath,7,157.37,125.9,1,18,3.01,Rain,1,100.0,Critical,49
19-04-2026 03:40,Somnath,7,154.35,123.48,1,22,3.96,Rain,1,100.0,Critical,54
19-04-2026 03:41,Somnath,7,169.33,135.46,1,17,3.76,Rain,1,100.0,Critical,50
19-04-2026 03:42,Somnath,7,155.62,124.5,1,16,3.61,Rain,1,100.0,Critical,48
19-04-2026 03:43,Somnath,7,155.66,124.53,1,22,3.08,Rain,1,100.0,Critical,52
19-04-2026 03:44,Somnath,7,174.09,139.27,1,24,4.01,Rain,1,100.0,Critical,49
19-04-2026 03:45,Somnath,7,155.54,124.43,1,18,3.11,Rain,1,100.0,Critical,47
19-04-2026 03:46,Somnath,7,171.42,137.14,1,19,3.05,Rain,1,100.0,Critical,44
19-04-2026 03:47,Somnath,7,164.55,131.64,1,20,3.5,Rain,1,100.0,Critical,49
19-04-2026 03:48,Somnath,7,183.09,146.47,1,18,4.05,Rain,1,100.0,Critical,47
19-04-2026 03:49,Somnath,7,190.61,152.48,1,24,4.26,Rain,1,100.0,Critical,49
19-04-2026 03:50,Somnath,7,157.86,126.29,1,23,3.44,Rain,1,100.0,Critical,52
19-04-2026 03:51,Somnath,7,189.08,151.26,1,21,3.87,Rain,1,100.0,Critical,47
19-04-2026 03:52,Somnath,7,168.55,134.84,1,18,4.2,Rain,1,100.0,Critical,48
19-04-2026 03:53,Somnath,7,189.86,151.89,1,21,3.64,Rain,1,100.0,Critical,48
19-04-2026 03:54,Somnath,7,181.15,144.92,1,16,4.68,Rain,1,100.0,Critical,52
19-04-2026 03:55,Somnath,7,173.2,138.56,1,24,3.75,Rain,1,100.0,Critical,50
19-04-2026 03:56,Somnath,7,176.8,141.44,1,23,4.26,Rain,1,100.0,Critical,50
19-04-2026 03:57,Somnath,7,192.75,154.2,1,22,3.95,Rain,1,100.0,Critical,50
19-04-2026 03:58,Somnath,7,190.76,152.61,1,15,3.6,Rain,1,100.0,Critical,49
19-04-2026 03:59,Somnath,7,156.42,125.13,1,18,3.73,Rain,1,100.0,Critical,52
19-04-2026 04:00,Somnath,7,180.51,144.41,1,23,3.0,Rain,1,100.0,Critical,49
19-04-2026 04:01,Somnath,7,175.15,140.12,1,22,3.98,Rain,1,100.0,Critical,49
19-04-2026 04:02,Somnath,7,190.38,152.31,1,16,4.17,Rain,1,100.0,Critical,53
19-04-2026 04:03,Somnath,7,165.92,132.73,1,16,4.7,Rain,1,100.0,Critical,53
19-04-2026 04:04,Somnath,7,201.94,161.55,1,18,3.94,Rain,1,100.0,Critical,50
19-04-2026 04:05,Somnath,7,175.76,140.61,1,15,4.86,Rain,1,100.0,Critical,51
19-04-2026 04:06,Somnath,7,198.98,159.18,1,23,3.96,Rain,1,100.0,Critical,52
19-04-2026 04:07,Somnath,7,192.05,153.64,1,15,4.53,Rain,1,100.0,Critical,49
19-04-2026 04:08,Somnath,7,197.35,157.88,1,20,3.72,Rain,1,100.0,Critical,48
19-04-2026 04:09,Somnath,7,224.96,179.97,1,22,3.96,Rain,1,100.0,Critical,49
19-04-2026 04:10,Somnath,7,171.35,137.08,1,24,4.53,Rain,1,100.0,Critical,50
19-04-2026 04:11,Somnath,7,196.72,157.38,1,23,4.05,Rain,1,100.0,Critical,50
19-04-2026 04:12,Somnath,7,196.31,157.05,1,16,4.44,Rain,1,100.0,Critical,50
19-04-2026 04:13,Somnath,7,186.08,148.86,1,23,4.43,Rain,1,100.0,Critical,50
19-04-2026 04:14,Somnath,7,222.25,177.8,1,17,4.63,Rain,1,100.0,Critical,46
19-04-2026 04:15,Somnath,7,201.66,161.32,1,24,4.7,Rain,1,100.0,Critical,52
19-04-2026 04:16,Somnath,7,191.92,153.54,1,24,4.87,Rain,1,100.0,Critical,55
19-04-2026 04:17,Somnath,7,215.3,172.24,1,20,4.3,Rain,1,100.0,Critical,48
19-04-2026 04:18,Somnath,7,212.46,169.97,1,20,4.81,Rain,1,100.0,Critical,51
19-04-2026 04:19,Somnath,7,219.51,175.61,1,24,5.14,Rain,1,100.0,Critical,49
19-04-2026 04:20,Somnath,7,193.72,154.98,1,19,4.23,Rain,1,100.0,Critical,54
19-04-2026 04:21,Somnath,7,201.74,161.39,1,20,4.73,Rain,1,100.0,Critical,49
19-04-2026 04:22,Somnath,7,201.02,160.81,1,16,4.72,Rain,1,100.0,Critical,48
19-04-2026 04:23,Somnath,7,211.87,169.49,1,23,4.49,Rain,1,100.0,Critical,49
19-04-2026 04:24,Somnath,7,217.94,174.35,1,21,4.49,Rain,1,100.0,Critical,53
19-04-2026 04:25,Somnath,7,196.91,157.53,1,22,4.68,Rain,1,100.0,Critical,50
19-04-2026 04:26,Somnath,7,217.07,173.66,1,17,4.67,Rain,1,100.0,Critical,46
19-04-2026 04:27,Somnath,7,214.32,171.45,1,19,5.0,Rain,1,100.0,Critical,48
19-04-2026 04:28,Somnath,7,197.31,157.85,1,20,4.92,Rain,1,100.0,Critical,49
19-04-2026 04:29,Somnath,7,227.24,181.79,1,19,4.83,Rain,1,100.0,Critical,50
19-04-2026 04:30,Somnath,7,231.09,184.87,1,22,5.41,Rain,1,100.0,Critical,51
19-04-2026 04:31,Somnath,7,238.85,191.08,1,24,5.1,Rain,1,100.0,Critical,45
19-04-2026 04:32,Somnath,7,217.58,174.06,1,24,4.89,Rain,1,100.0,Critical,48
19-04-2026 04:33,Somnath,7,208.48,166.78,1,24,5.12,Rain,1,100.0,Critical,47
